/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090114.2524.txt
  34.22 202.16  957.  332.  15 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1   35.1 N,   202.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      42.2274
      1.00000      42.2274
      3.00000      42.2274
      7.00000      29.3346
      10.0000      25.4974
      20.0000      19.8760
      30.0000      17.1287
      40.0000      15.5461
      50.0000      14.9004
      70.0000      20.0702
      100.000      30.7043
      150.000      57.6145
      200.000      84.5248
      250.000      111.435
      300.000      111.435
      350.000      111.435
      400.000      116.769
      450.000      114.780
      500.000      111.887
      550.000      112.516
      600.000      102.859
      650.000      107.923
      700.000      118.585
      750.000      116.559
      800.000      118.449
      850.000      120.518
      875.000      122.590
      900.000      122.763
      925.000      123.610
      950.000      123.853
      975.000      123.853
      1000.00      123.853
      1020.00      123.853
      1040.00      123.853
      1060.00      123.853
