/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090116.2318.txt
   7.37 196.94  978.  331.  14 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1    6.6 N,   197.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      42.9153
      1.00000      42.9153
      3.00000      42.9153
      7.00000      33.0295
      10.0000      28.1598
      20.0000      19.0242
      30.0000      14.7605
      40.0000      13.0221
      50.0000      15.4059
      70.0000      32.9150
      100.000      56.0281
      150.000      63.6040
      200.000      71.1799
      250.000      78.7558
      300.000      78.7558
      350.000      78.7558
      400.000      82.9045
      450.000      85.9054
      500.000      98.1356
      550.000      88.8933
      600.000      88.0589
      650.000      82.9571
      700.000      73.4275
      750.000      89.3214
      800.000      85.9317
      850.000      74.2900
      875.000      73.1933
      900.000      71.2900
      925.000      70.3600
      950.000      70.3600
      975.000      70.3600
      1000.00      70.3600
      1020.00      70.3600
      1040.00      70.3600
      1060.00      70.3600
