/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090120.2401.txt
 -56.42 176.02  977.  329.  14 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1  -55.9 N,   175.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      27.6333
      1.00000      27.6333
      3.00000      27.6333
      7.00000      25.4797
      10.0000      24.3527
      20.0000      21.7521
      30.0000      18.9808
      40.0000      17.3031
      50.0000      16.1580
      70.0000      14.8886
      100.000      18.3803
      150.000      23.3959
      200.000      31.5458
      250.000      42.1718
      300.000      45.7463
      350.000      49.3208
      400.000      47.6567
      450.000      46.7157
      500.000      44.0690
      550.000      42.5100
      600.000      42.5567
      650.000      41.9570
      700.000      41.0847
      750.000      40.2123
      800.000      39.3400
      850.000      39.4960
      875.000      39.4333
      900.000      39.4000
      925.000      39.4833
      950.000      39.3333
      975.000      39.4160
      1000.00      39.4160
      1020.00      39.4160
      1040.00      39.4160
      1060.00      39.4160
