/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090116.2446.txt
   0.02 194.51  978.  331.  16 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1    0.9 N,   195.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      42.9987
      1.00000      42.9987
      3.00000      42.9987
      7.00000      32.7187
      10.0000      28.0000
      20.0000      19.0760
      30.0000      14.8357
      40.0000      13.0452
      50.0000      15.4610
      70.0000      33.3318
      100.000      57.1090
      150.000      55.7699
      200.000      54.4308
      250.000      53.0917
      300.000      53.0917
      350.000      53.0917
      400.000      74.9918
      450.000      56.7818
      500.000      49.3256
      550.000      73.8789
      600.000      59.0600
      650.000      80.3890
      700.000      73.0038
      750.000      57.9800
      800.000      59.3750
      850.000      59.0160
      875.000      63.9400
      900.000      60.8700
      925.000      59.7750
      950.000      58.3300
      975.000      58.1883
      1000.00      58.1883
      1020.00      58.1883
      1040.00      58.1883
      1060.00      58.1883
