/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090114.2400.txt
  40.36 200.93  935.  330.  11 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1   40.7 N,   200.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      45.1623
      1.00000      45.1623
      3.00000      45.1623
      7.00000      30.3285
      10.0000      26.1371
      20.0000      20.3012
      30.0000      17.6150
      40.0000      16.0939
      50.0000      15.2256
      70.0000      17.8685
      100.000      25.9032
      150.000      35.2419
      200.000      50.1445
      250.000      68.2341
      300.000      89.1641
      350.000      110.094
      400.000      111.769
      450.000      110.700
      500.000      115.787
      550.000      116.180
      600.000      119.715
      650.000      124.825
      700.000      124.158
      750.000      124.012
      800.000      123.867
      850.000      123.721
      875.000      123.648
      900.000      123.793
      925.000      124.073
      950.000      124.073
      975.000      124.073
      1000.00      124.073
      1020.00      124.073
      1040.00      124.073
      1060.00      124.073
