/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090116.2215.txt
  12.65 198.69  975.  330.  14 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1   12.3 N,   197.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      41.4432
      1.00000      41.4432
      3.00000      41.4432
      7.00000      32.6715
      10.0000      27.9611
      20.0000      18.7294
      30.0000      14.8649
      40.0000      13.3911
      50.0000      15.5025
      70.0000      32.2598
      100.000      53.2807
      150.000      62.2554
      200.000      71.2302
      250.000      80.2050
      300.000      80.2050
      350.000      80.2050
      400.000      93.6740
      450.000      83.0314
      500.000      80.0939
      550.000      84.1833
      600.000      103.610
      650.000      103.195
      700.000      92.0814
      750.000      88.4157
      800.000      84.2450
      850.000      86.5570
      875.000      83.2500
      900.000      79.1400
      925.000      77.9200
      950.000      77.9200
      975.000      77.9200
      1000.00      77.9200
      1020.00      77.9200
      1040.00      77.9200
      1060.00      77.9200
