/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090128.2157.txt
  -3.30 264.85  975.  329.  15 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1   -2.8 N,   265.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      42.0173
      1.00000      42.0173
      3.00000      42.0173
      7.00000      32.0266
      10.0000      27.5131
      20.0000      18.8112
      30.0000      14.7603
      40.0000      13.1109
      50.0000      15.2608
      70.0000      33.6106
      100.000      52.4986
      150.000      61.7697
      200.000      71.0408
      250.000      80.3119
      300.000      80.3119
      350.000      80.3119
      400.000      80.3119
      450.000      83.4486
      500.000      79.1561
      550.000      85.5578
      600.000      83.0500
      650.000      71.5560
      700.000      79.5756
      750.000      80.1893
      800.000      68.9967
      850.000      73.0680
      875.000      69.4000
      900.000      64.3667
      925.000      61.0533
      950.000      58.5567
      975.000      57.6000
      1000.00      57.6000
      1020.00      57.6000
      1040.00      57.6000
      1060.00      57.6000
