/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090118.2156.txt
 -21.53 186.44  979.  187.  18 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1  -21.8 N,   187.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      36.5721
      1.00000      36.5721
      3.00000      36.5721
      7.00000      28.4166
      10.0000      24.3916
      20.0000      17.8312
      30.0000      15.1401
      40.0000      13.8507
      50.0000      14.1351
      70.0000      23.1858
      100.000      41.5164
      150.000      47.1226
      200.000      52.7288
      250.000      52.3988
      300.000      53.1693
      350.000      54.0228
      400.000      54.6136
      450.000      54.2618
      500.000      51.2700
      550.000      51.6000
      600.000      50.5950
      650.000      49.5900
      700.000      46.5275
      750.000      43.4314
      800.000      42.6033
      850.000      41.2340
      875.000      41.2000
      900.000      39.9433
      925.000      38.9767
      950.000      38.8883
      975.000      39.3325
      1000.00      39.3325
      1020.00      39.3325
      1040.00      39.3325
      1060.00      39.3325
