location,lat,lon,presmax,presmin,N
ATom-3-2017-10-25-1631,64.62,285.32,859.00,315.00,12.00
ATom-3-2017-10-25-1651,67.14,283.84,858.00,287.00,12.00
ATom-3-2017-10-25-1739,72.70,278.37,977.00,288.00,17.00
ATom-3-2017-10-25-1813,74.97,272.46,976.00,274.00,18.00
ATom-3-2017-10-25-1902,78.83,253.18,990.00,275.00,19.00
ATom-3-2017-10-25-1932,79.72,244.03,989.00,352.00,17.00
ATom-3-2017-10-25-1947,79.36,237.03,991.00,351.00,17.00
ATom-3-2017-10-25-2004,78.08,232.15,990.00,352.00,17.00
ATom-3-2017-10-25-2028,75.99,226.45,993.00,352.00,17.00
ATom-3-2017-10-25-2047,73.89,222.44,992.00,228.00,19.00
ATom-3-2017-10-25-2121,70.81,214.97,1004.00,227.00,19.00
ATom-3-2017-10-25-2159,68.30,209.49,1003.00,179.00,20.00
ATom-3-2017-10-25-2303,62.16,209.69,998.00,179.00,20.00
ATom-4-2018-04-24-1446,33.83,241.67,865.00,302.00,13.00
ATom-4-2018-04-24-1851,4.16,239.03,993.00,239.00,19.00
ATom-4-2018-04-24-1920,5.52,239.00,992.00,238.00,19.00
ATom-4-2018-04-24-1955,9.47,239.00,993.00,239.00,19.00
ATom-4-2018-04-24-2023,12.26,239.00,992.00,238.00,19.00
ATom-4-2018-04-24-2100,16.23,239.00,997.00,239.00,19.00
ATom-4-2018-04-24-2126,19.23,239.00,996.00,262.00,19.00
ATom-4-2018-04-24-2201,23.20,239.00,1000.00,263.00,19.00
ATom-4-2018-04-24-2229,26.23,238.80,999.00,197.00,20.00
ATom-4-2018-04-24-2337,33.64,241.46,915.00,198.00,14.00
ATom-4-2018-04-27-1605,35.19,240.97,868.00,329.00,12.00
ATom-4-2018-04-27-1651,37.65,235.75,1002.00,330.00,17.00
ATom-4-2018-04-27-1716,38.43,233.12,999.00,330.00,17.00
ATom-4-2018-04-27-1748,39.67,229.81,998.00,330.00,17.00
ATom-4-2018-04-27-1812,41.54,227.94,996.00,300.00,18.00
ATom-4-2018-04-27-1934,49.09,219.64,1005.00,301.00,18.00
ATom-4-2018-04-27-1959,51.65,218.69,1004.00,274.00,19.00
ATom-4-2018-04-27-2036,55.60,217.42,1004.00,275.00,19.00
ATom-4-2018-04-27-2103,58.40,217.10,1002.00,227.00,19.00
ATom-4-2018-04-27-2305,70.99,216.87,994.00,217.00,20.00
ATom-4-2018-04-28-2436,70.25,205.15,1008.00,197.00,20.00
ATom-4-2018-04-28-2544,62.55,209.39,1009.00,197.00,20.00
ATom-4-2018-04-29-1756,60.53,208.82,930.00,329.00,14.00
ATom-4-2018-04-29-1900,55.99,198.39,1006.00,330.00,17.00
ATom-4-2018-04-29-1940,54.60,197.48,994.00,287.00,18.00
ATom-4-2018-04-29-2017,50.72,198.66,1004.00,288.00,18.00
ATom-4-2018-04-29-2042,48.38,199.30,1003.00,287.00,18.00
ATom-4-2018-04-29-2114,44.72,200.19,1012.00,288.00,19.00
ATom-4-2018-04-29-2141,42.24,200.73,1011.00,287.00,19.00
ATom-4-2018-04-29-2223,37.05,201.72,993.00,288.00,18.00
ATom-4-2018-04-29-2250,34.44,202.17,992.00,262.00,19.00
ATom-4-2018-04-29-2332,29.74,202.92,992.00,262.00,19.00
ATom-4-2018-04-30-2401,26.62,203.36,992.00,217.00,20.00
ATom-4-2018-04-30-2523,20.49,203.83,1010.00,217.00,20.00
ATom-4-2018-05-01-1950,17.08,198.04,998.00,329.00,17.00
ATom-4-2018-05-01-2019,16.18,195.04,998.00,330.00,17.00
ATom-4-2018-05-01-2042,14.75,193.58,997.00,329.00,17.00
ATom-4-2018-05-01-2109,12.09,192.09,995.00,330.00,17.00
ATom-4-2018-05-01-2132,9.83,190.85,994.00,274.00,19.00
ATom-4-2018-05-01-2208,6.28,189.02,994.00,275.00,18.00
ATom-4-2018-05-01-2235,3.65,187.70,992.00,250.00,19.00
ATom-4-2018-05-01-2313,-0.13,185.83,994.00,250.00,19.00
ATom-4-2018-05-01-2343,-2.11,184.84,992.00,226.00,19.00
ATom-4-2018-05-02-2451,-7.83,182.02,993.00,228.00,19.00
ATom-4-2018-05-02-2521,-10.61,181.19,992.00,204.00,20.00
ATom-4-2018-05-02-2623,-16.82,177.66,1005.00,206.00,20.00
ATom-4-2018-05-03-2059,-18.66,177.28,988.00,359.00,12.00
ATom-4-2018-05-03-2127,-21.76,177.77,1000.00,360.00,17.00
ATom-4-2018-05-03-2153,-23.97,178.30,998.00,300.00,18.00
ATom-4-2018-05-03-2225,-27.54,179.19,1000.00,300.00,18.00
ATom-4-2018-05-03-2251,-29.77,179.78,999.00,274.00,19.00
ATom-4-2018-05-03-2322,-32.94,180.67,1003.00,275.00,19.00
ATom-4-2018-05-03-2350,-35.05,181.31,1001.00,250.00,19.00
ATom-4-2018-05-04-2426,-38.88,182.29,1006.00,250.00,19.00
ATom-4-2018-05-04-2455,-41.27,182.14,1004.00,250.00,19.00
ATom-4-2018-05-04-2527,-44.78,181.85,1007.00,250.00,19.00
ATom-4-2018-05-04-2557,-46.80,181.66,1005.00,359.00,17.00
ATom-4-2018-05-04-2622,-49.50,181.30,1003.00,360.00,17.00
ATom-4-2018-05-04-2647,-49.28,178.38,1001.00,206.00,20.00
ATom-4-2018-05-04-2744,-46.16,170.08,945.00,197.00,18.00
ATom-4-2018-05-04-2816,-44.67,170.29,944.00,375.00,15.00
ATom-4-2018-05-04-2832,-43.82,171.94,1020.00,377.00,16.00
ATom-4-2018-05-06-2022,-44.08,174.30,952.00,287.00,12.00
ATom-4-2018-05-06-2122,-49.32,180.50,972.00,287.00,17.00
ATom-4-2018-05-06-2148,-51.65,183.73,972.00,262.00,18.00
ATom-4-2018-05-06-2244,-56.73,192.70,967.00,262.00,18.00
ATom-4-2018-05-06-2311,-58.66,197.30,966.00,250.00,18.00
ATom-4-2018-05-07-2404,-62.23,209.10,942.00,250.00,17.00
ATom-4-2018-05-07-2432,-63.38,214.95,940.00,238.00,17.00
ATom-4-2018-05-07-2536,-65.21,233.87,951.00,239.00,17.00
ATom-4-2018-05-07-2604,-65.23,240.70,950.00,227.00,17.00
ATom-4-2018-05-07-2640,-64.73,250.60,955.00,228.00,17.00
ATom-4-2018-05-07-2709,-64.12,256.32,953.00,216.00,18.00
ATom-4-2018-05-07-2741,-62.74,264.69,954.00,217.00,18.00
ATom-4-2018-05-07-2810,-61.44,270.19,953.00,206.00,18.00
ATom-4-2018-05-07-2846,-59.17,277.54,964.00,207.00,19.00
ATom-4-2018-05-07-2916,-57.41,281.94,962.00,196.00,18.00
ATom-4-2018-05-07-2955,-53.98,288.53,1010.00,197.00,20.00
ATom-4-2018-05-09-1154,-54.75,290.36,928.00,287.00,14.00
ATom-4-2018-05-09-1233,-58.69,292.31,963.00,288.00,17.00
ATom-4-2018-05-09-1301,-61.57,294.26,962.00,262.00,17.00
ATom-4-2018-05-09-1350,-66.72,299.42,967.00,262.00,18.00
ATom-4-2018-05-09-1421,-69.39,303.10,966.00,250.00,18.00
ATom-4-2018-05-09-1509,-74.09,311.98,962.00,250.00,17.00
ATom-4-2018-05-09-1538,-76.87,315.84,961.00,238.00,17.00
ATom-4-2018-05-09-1808,-80.77,301.64,816.00,217.00,13.00
ATom-4-2018-05-09-1836,-77.76,298.26,816.00,206.00,13.00
ATom-4-2018-05-09-2110,-58.67,290.82,954.00,188.00,18.00
ATom-4-2018-05-12-1129,-52.72,291.19,973.00,315.00,17.00
ATom-4-2018-05-12-1203,-51.22,296.63,997.00,315.00,18.00
ATom-4-2018-05-12-1229,-49.93,300.04,996.00,314.00,18.00
ATom-4-2018-05-12-1303,-47.80,304.34,987.00,315.00,17.00
ATom-4-2018-05-12-1328,-45.87,307.63,985.00,250.00,18.00
ATom-4-2018-05-12-1414,-42.68,312.53,977.00,250.00,18.00
ATom-4-2018-05-12-1442,-40.43,315.58,975.00,250.00,18.00
ATom-4-2018-05-12-1523,-37.31,319.49,976.00,250.00,18.00
ATom-4-2018-05-12-1551,-34.98,322.15,975.00,238.00,18.00
ATom-4-2018-05-12-1653,-29.62,327.96,995.00,239.00,19.00
ATom-4-2018-05-12-1722,-27.25,330.09,993.00,238.00,19.00
ATom-4-2018-05-12-1759,-23.94,332.78,1000.00,239.00,19.00
ATom-4-2018-05-12-1830,-21.04,332.22,998.00,206.00,20.00
ATom-4-2018-05-12-1915,-17.08,329.69,998.00,207.00,20.00
ATom-4-2018-05-12-1945,-14.63,328.34,996.00,274.00,19.00
ATom-4-2018-05-12-2101,-7.60,325.64,1014.00,250.00,19.00
ATom-4-2018-05-14-1028,-7.33,326.22,993.00,315.00,18.00
ATom-4-2018-05-14-1111,-5.75,330.40,997.00,316.00,18.00
ATom-4-2018-05-14-1138,-4.19,331.75,995.00,315.00,18.00
ATom-4-2018-05-14-1219,0.27,331.47,996.00,315.00,18.00
ATom-4-2018-05-14-1244,2.06,332.32,996.00,312.00,18.00
ATom-4-2018-05-14-1322,5.32,331.81,996.00,315.00,18.00
ATom-4-2018-05-14-1346,5.54,334.41,994.00,262.00,19.00
ATom-4-2018-05-14-1426,7.28,336.30,995.00,263.00,19.00
ATom-4-2018-05-14-1453,10.08,335.26,993.00,263.00,19.00
ATom-4-2018-05-14-1533,14.33,333.77,996.00,263.00,19.00
ATom-4-2018-05-14-1603,17.09,333.59,994.00,262.00,19.00
ATom-4-2018-05-14-1636,20.77,333.51,998.00,263.00,19.00
ATom-4-2018-05-14-1702,23.14,333.44,997.00,263.00,19.00
ATom-4-2018-05-14-1913,37.89,332.85,1026.00,188.00,20.00
ATom-4-2018-05-17-0930,39.60,333.67,949.00,330.00,15.00
ATom-4-2018-05-17-1033,46.09,336.48,1005.00,360.00,17.00
ATom-4-2018-05-17-1054,47.98,337.35,1003.00,359.00,17.00
ATom-4-2018-05-17-1125,51.10,338.92,982.00,361.00,16.00
ATom-4-2018-05-17-1146,53.17,340.05,981.00,360.00,16.00
ATom-4-2018-05-17-1234,58.44,343.54,1001.00,360.00,17.00
ATom-4-2018-05-17-1254,60.34,344.96,999.00,359.00,17.00
ATom-4-2018-05-17-1341,61.80,332.33,979.00,329.00,16.00
ATom-4-2018-05-17-1431,63.51,323.19,977.00,287.00,17.00
ATom-4-2018-05-17-1521,64.60,308.58,945.00,288.00,16.00
ATom-4-2018-05-17-1557,66.30,303.42,944.00,216.00,18.00
ATom-4-2018-05-17-1836,67.78,308.13,979.00,207.00,19.00
ATom-4-2018-05-19-1403,46.01,290.87,972.00,330.00,16.00
ATom-4-2018-05-19-1638,61.17,276.74,994.00,329.00,17.00
ATom-4-2018-05-19-1705,63.30,275.98,992.00,301.00,18.00
ATom-4-2018-05-19-1806,69.86,271.53,985.00,274.00,18.00
ATom-4-2018-05-19-1833,72.09,269.12,983.00,274.00,18.00
ATom-4-2018-05-19-1908,75.48,264.67,988.00,275.00,18.00
ATom-4-2018-05-19-1935,77.64,260.70,985.00,275.00,18.00
ATom-4-2018-05-19-2008,80.69,251.91,995.00,275.00,18.00
ATom-4-2018-05-19-2036,82.36,242.68,993.00,274.00,19.00
ATom-4-2018-05-19-2105,80.35,231.66,1003.00,275.00,18.00
ATom-4-2018-05-19-2134,77.95,227.37,1002.00,301.00,18.00
ATom-4-2018-05-19-2204,74.57,223.60,1002.00,302.00,18.00
ATom-4-2018-05-19-2231,70.59,219.91,1003.00,188.00,20.00
ATom-4-2018-05-20-2410,62.16,210.37,1008.00,188.00,20.00
