/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090118.2329.txt
 -28.40 183.42  979.  330.  16 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1  -27.5 N,   182.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      34.7667
      1.00000      34.7667
      3.00000      34.7667
      7.00000      27.8049
      10.0000      24.1366
      20.0000      18.0490
      30.0000      15.7854
      40.0000      14.5167
      50.0000      14.2284
      70.0000      20.4917
      100.000      34.6286
      150.000      41.6593
      200.000      48.6900
      250.000      55.7207
      300.000      55.7207
      350.000      55.7207
      400.000      55.1592
      450.000      59.5220
      500.000      52.1620
      550.000      48.4044
      600.000      57.9963
      650.000      55.0838
      700.000      50.0657
      750.000      47.3314
      800.000      41.5000
      850.000      39.6980
      875.000      39.1667
      900.000      38.6133
      925.000      37.7767
      950.000      37.5183
      975.000      37.7250
      1000.00      37.7250
      1020.00      37.7250
      1040.00      37.7250
      1060.00      37.7250
