/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090120.2918.txt
 -44.39 172.80 1013.  133.  14 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1  -44.5 N,   172.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      29.3734
      1.00000      29.3734
      3.00000      29.3734
      7.00000      25.5463
      10.0000      24.0446
      20.0000      20.4035
      30.0000      17.9400
      40.0000      16.4404
      50.0000      15.2532
      70.0000      15.9785
      100.000      22.3908
      150.000      33.0778
      200.000      36.0700
      250.000      61.0554
      300.000      61.4286
      350.000      61.0550
      400.000      57.8400
      450.000      55.6520
      500.000      56.4533
      550.000      57.5500
      600.000      59.9921
      650.000      70.9670
      700.000      68.1900
      750.000      62.5657
      800.000      56.9414
      850.000      51.3171
      875.000      48.5050
      900.000      48.4683
      925.000      48.4683
      950.000      48.4683
      975.000      48.4683
      1000.00      48.4683
      1020.00      48.4683
      1040.00      48.4683
      1060.00      48.4683
