/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090128.2055.txt
  -8.11 262.93  981.  330.  15 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1   -8.5 N,   262.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      40.2957
      1.00000      40.2957
      3.00000      40.2957
      7.00000      30.8700
      10.0000      26.3301
      20.0000      18.2398
      30.0000      14.6364
      40.0000      13.1889
      50.0000      14.7547
      70.0000      30.6164
      100.000      49.2315
      150.000      62.8880
      200.000      76.5445
      250.000      90.2010
      300.000      90.2010
      350.000      90.2010
      400.000      97.8608
      450.000      89.6170
      500.000      90.1490
      550.000      75.8133
      600.000      72.6280
      650.000      62.5650
      700.000      71.4100
      750.000      82.0057
      800.000      73.2743
      850.000      63.3080
      875.000      59.2800
      900.000      58.7967
      925.000      56.7533
      950.000      54.1800
      975.000      54.1800
      1000.00      54.1800
      1020.00      54.1800
      1040.00      54.1800
      1060.00      54.1800
