/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090120.2150.txt
 -46.46 169.61  938.  330.  15 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1  -46.4 N,   170.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      28.8912
      1.00000      28.8912
      3.00000      28.8912
      7.00000      25.4954
      10.0000      24.0822
      20.0000      20.6522
      30.0000      18.1267
      40.0000      16.6007
      50.0000      15.4028
      70.0000      15.5103
      100.000      21.7051
      150.000      30.1821
      200.000      42.7396
      250.000      46.4369
      300.000      50.1342
      350.000      53.8314
      400.000      59.3250
      450.000      60.0375
      500.000      61.5050
      550.000      61.7233
      600.000      60.8694
      650.000      63.1219
      700.000      58.9414
      750.000      50.5709
      800.000      48.2589
      850.000      46.7663
      875.000      45.7783
      900.000      45.3867
      925.000      44.4562
      950.000      44.5706
      975.000      44.5706
      1000.00      44.5706
      1020.00      44.5706
      1040.00      44.5706
      1060.00      44.5706
