/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090120.2541.txt
 -64.44 182.48  966.  330.  12 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1  -65.4 N,   182.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      27.0047
      1.00000      27.0047
      3.00000      27.0047
      7.00000      25.3667
      10.0000      24.7527
      20.0000      23.1966
      30.0000      19.8331
      40.0000      17.7380
      50.0000      16.6209
      70.0000      14.9183
      100.000      16.0950
      150.000      19.4154
      200.000      24.6915
      250.000      34.6175
      300.000      35.5675
      350.000      36.5175
      400.000      42.2207
      450.000      41.9340
      500.000      41.8445
      550.000      40.3894
      600.000      39.9094
      650.000      39.3594
      700.000      39.3357
      750.000      39.6450
      800.000      40.1836
      850.000      40.7221
      875.000      40.9914
      900.000      41.2607
      925.000      41.5300
      950.000      41.8617
      975.000      41.6800
      1000.00      41.6800
      1020.00      41.6800
      1040.00      41.6800
      1060.00      41.6800
