/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/HIPPO_DATA/hippo1_20090128.2326.txt
   3.49 268.57  975.  329.  16 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
CO_QCLS extrapolated with CAM-Chem/MERRA monthly mean for month# 1    2.8 N,   267.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      43.2066
      1.00000      43.2066
      3.00000      43.2066
      7.00000      32.9470
      10.0000      28.1038
      20.0000      19.1114
      30.0000      14.8201
      40.0000      13.0160
      50.0000      15.4675
      70.0000      32.3741
      100.000      51.8145
      150.000      56.3314
      200.000      60.8482
      250.000      65.3650
      300.000      65.3650
      350.000      65.3650
      400.000      63.9164
      450.000      79.2664
      500.000      79.1340
      550.000      80.1440
      600.000      82.9150
      650.000      81.8006
      700.000      82.0186
      750.000      79.7014
      800.000      88.4225
      850.000      82.8330
      875.000      81.6733
      900.000      81.5183
      925.000      79.3083
      950.000      76.8400
      975.000      75.0500
      1000.00      75.0500
      1020.00      75.0500
      1040.00      75.0500
      1060.00      75.0500
