/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-09.2408.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -44.94 179.83 1000.  197.  20 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -44.5 N,   180.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      35.1061
      1.00000      35.1061
      3.00000      35.1061
      7.00000      25.8616
      10.0000      24.5555
      20.0000      20.6919
      30.0000      18.1207
      40.0000      16.4748
      50.0000      15.4063
      70.0000      15.2208
      100.000      18.5788
      150.000      30.4926
      200.000      42.4063
      250.000      60.8009
      300.000      63.9234
      350.000      64.1687
      400.000      66.1919
      450.000      65.8072
      500.000      64.0656
      550.000      71.3384
      600.000      70.2215
      650.000      65.4449
      700.000      64.7937
      750.000      65.8802
      800.000      65.9338
      850.000      63.4536
      875.000      62.8257
      900.000      61.9060
      925.000      61.8490
      950.000      61.7933
      975.000      61.3123
      1000.00      61.5113
      1020.00      61.5113
      1040.00      61.5113
      1060.00      61.5113
