/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-07-29.1844.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
   6.44 239.48  994.  262.  19 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 7    6.6 N,   240.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      43.4466
      1.00000      43.4466
      3.00000      43.4466
      7.00000      33.8794
      10.0000      29.5209
      20.0000      19.9138
      30.0000      15.5270
      40.0000      14.7440
      50.0000      15.6201
      70.0000      22.8978
      100.000      41.8224
      150.000      50.3467
      200.000      58.8709
      250.000      67.3952
      300.000      66.9859
      350.000      63.0905
      400.000      66.9374
      450.000      69.7892
      500.000      65.6127
      550.000      67.5627
      600.000      93.5180
      650.000      76.1632
      700.000      66.6178
      750.000      67.3333
      800.000      67.1220
      850.000      67.8035
      875.000      67.6992
      900.000      67.7876
      925.000      67.7608
      950.000      68.9009
      975.000      70.6092
      1000.00      70.3532
      1020.00      70.3532
      1040.00      70.3532
      1060.00      70.3532
