/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-03.2335.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
  35.60 202.05 1013.  206.  21 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8   35.1 N,   202.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      35.4916
      1.00000      35.4916
      3.00000      35.4916
      7.00000      28.1180
      10.0000      24.6202
      20.0000      19.5120
      30.0000      16.9519
      40.0000      15.8467
      50.0000      15.5990
      70.0000      20.5451
      100.000      34.3374
      150.000      48.4796
      200.000      62.6219
      250.000      72.9816
      300.000      60.6231
      350.000      62.5665
      400.000      59.2977
      450.000      57.8654
      500.000      58.7886
      550.000      65.7533
      600.000      63.7131
      650.000      62.6879
      700.000      61.9339
      750.000      65.0788
      800.000      66.2213
      850.000      63.6291
      875.000      64.6619
      900.000      63.8327
      925.000      66.3091
      950.000      66.0738
      975.000      64.2538
      1000.00      66.7123
      1020.00      64.6798
      1040.00      64.6798
      1060.00      64.6798
