/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-22.1704.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
  49.08 271.98  933.  206.  17 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8   48.3 N,   272.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      28.0924
      1.00000      28.0924
      3.00000      28.0924
      7.00000      24.6743
      10.0000      22.4970
      20.0000      20.0490
      30.0000      18.8126
      40.0000      17.4116
      50.0000      16.2649
      70.0000      16.8847
      100.000      24.9483
      150.000      56.3146
      200.000      87.6808
      250.000      84.6004
      300.000      90.9554
      350.000      98.0936
      400.000      79.7333
      450.000      82.7425
      500.000      80.8295
      550.000      85.3836
      600.000      95.3648
      650.000      101.026
      700.000      97.9660
      750.000      98.2946
      800.000      101.478
      850.000      104.761
      875.000      107.759
      900.000      108.253
      925.000      113.221
      950.000      113.221
      975.000      113.221
      1000.00      113.221
      1020.00      113.221
      1040.00      113.221
      1060.00      113.221
