/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-03.2234.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
  41.78 200.89 1014.  239.  20 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8   42.6 N,   200.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      31.4211
      1.00000      31.4211
      3.00000      31.4211
      7.00000      25.8401
      10.0000      23.2984
      20.0000      19.9477
      30.0000      18.1249
      40.0000      16.8589
      50.0000      15.9823
      70.0000      17.7650
      100.000      27.7881
      150.000      51.2652
      200.000      50.8488
      250.000      50.4325
      300.000      68.9787
      350.000      66.3455
      400.000      65.4216
      450.000      57.8105
      500.000      55.4360
      550.000      64.0460
      600.000      67.0037
      650.000      64.9021
      700.000      64.8584
      750.000      61.5716
      800.000      61.3115
      850.000      68.0732
      875.000      69.9217
      900.000      67.1323
      925.000      71.4786
      950.000      70.1405
      975.000      67.1465
      1000.00      66.9696
      1020.00      68.0360
      1040.00      68.0360
      1060.00      68.0360
