/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-06.2330.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
  -0.01 192.21  991.  394.  16 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8   -0.9 N,   192.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      44.4197
      1.00000      44.4197
      3.00000      44.4197
      7.00000      33.3984
      10.0000      29.1547
      20.0000      20.6529
      30.0000      15.2904
      40.0000      14.2264
      50.0000      14.6952
      70.0000      22.9828
      100.000      46.2034
      150.000      50.2263
      200.000      54.2493
      250.000      58.2722
      300.000      58.2722
      350.000      58.2722
      400.000      58.2722
      450.000      57.6741
      500.000      56.4027
      550.000      56.5933
      600.000      55.2388
      650.000      55.9630
      700.000      58.0209
      750.000      61.6956
      800.000      62.7910
      850.000      67.3835
      875.000      78.1871
      900.000      78.7874
      925.000      75.4565
      950.000      75.1967
      975.000      75.3070
      1000.00      75.2207
      1020.00      75.2207
      1040.00      75.2207
      1060.00      75.2207
