/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-12.2343.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -51.39 181.84  992.  301.  18 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -52.1 N,   182.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      52.9837
      1.00000      52.9837
      3.00000      52.9837
      7.00000      33.2990
      10.0000      25.4709
      20.0000      19.6581
      30.0000      17.9558
      40.0000      16.5813
      50.0000      15.5997
      70.0000      15.2644
      100.000      17.6784
      150.000      23.9094
      200.000      39.3789
      250.000      48.9591
      300.000      58.5394
      350.000      58.8327
      400.000      58.1410
      450.000      58.5885
      500.000      59.8406
      550.000      61.7459
      600.000      61.4118
      650.000      58.2067
      700.000      57.4268
      750.000      58.2336
      800.000      59.5096
      850.000      58.6173
      875.000      58.4732
      900.000      58.0519
      925.000      58.1037
      950.000      58.1117
      975.000      58.3515
      1000.00      59.1693
      1020.00      59.1693
      1040.00      59.1693
      1060.00      59.1693
