/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-17.0845.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
  -3.06 343.03  999.  288.  18 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8   -2.8 N,   342.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      44.0858
      1.00000      44.0858
      3.00000      44.0858
      7.00000      33.0551
      10.0000      28.8858
      20.0000      20.4994
      30.0000      15.2071
      40.0000      14.1446
      50.0000      14.6280
      70.0000      23.7920
      100.000      42.9455
      150.000      52.5280
      200.000      62.1104
      250.000      71.6929
      300.000      71.6929
      350.000      86.2529
      400.000      117.912
      450.000      96.6565
      500.000      110.400
      550.000      116.428
      600.000      132.010
      650.000      189.045
      700.000      295.438
      750.000      237.624
      800.000      198.129
      850.000      136.861
      875.000      131.455
      900.000      128.212
      925.000      124.557
      950.000      119.067
      975.000      113.424
      1000.00      112.082
      1020.00      112.082
      1040.00      112.082
      1060.00      112.082
