/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-06.2108.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
   8.71 186.00  991.  274.  19 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8    8.5 N,   185.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      43.7150
      1.00000      43.7150
      3.00000      43.7150
      7.00000      33.1413
      10.0000      28.5241
      20.0000      19.8447
      30.0000      15.6573
      40.0000      14.5513
      50.0000      14.8161
      70.0000      22.1966
      100.000      44.4918
      150.000      50.2766
      200.000      56.0613
      250.000      61.8461
      300.000      61.1256
      350.000      60.7641
      400.000      58.8244
      450.000      62.0176
      500.000      59.8923
      550.000      58.7445
      600.000      58.8485
      650.000      58.9657
      700.000      59.3057
      750.000      61.5631
      800.000      62.3859
      850.000      62.9368
      875.000      63.2686
      900.000      62.9467
      925.000      62.9468
      950.000      62.7200
      975.000      62.8666
      1000.00      62.4313
      1020.00      62.4313
      1040.00      62.4313
      1060.00      62.4313
