/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-09.2501.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -45.20 171.39  936.  197.  17 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -44.5 N,   172.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      35.1061
      1.00000      35.1061
      3.00000      35.1061
      7.00000      25.8616
      10.0000      24.5555
      20.0000      20.6919
      30.0000      18.1207
      40.0000      16.4748
      50.0000      15.4063
      70.0000      15.2363
      100.000      18.6350
      150.000      27.9351
      200.000      37.2351
      250.000      68.6951
      300.000      59.7720
      350.000      59.4173
      400.000      58.9825
      450.000      67.3182
      500.000      72.4977
      550.000      63.7359
      600.000      62.0344
      650.000      61.0525
      700.000      62.3367
      750.000      61.5675
      800.000      60.4404
      850.000      59.3770
      875.000      58.9910
      900.000      60.3128
      925.000      63.4870
      950.000      63.4870
      975.000      63.4870
      1000.00      63.4870
      1020.00      63.4870
      1040.00      63.4870
      1060.00      63.4870
