/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-08.2345.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -43.10 181.41 1001.  227.  19 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -42.6 N,   182.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      34.5035
      1.00000      34.5035
      3.00000      34.5035
      7.00000      25.7627
      10.0000      24.6194
      20.0000      20.8153
      30.0000      18.1324
      40.0000      16.4426
      50.0000      15.3594
      70.0000      15.2650
      100.000      18.8294
      150.000      24.6325
      200.000      31.3640
      250.000      38.0956
      300.000      61.2909
      350.000      59.0412
      400.000      61.4032
      450.000      60.9249
      500.000      65.0893
      550.000      65.2184
      600.000      65.2937
      650.000      68.1857
      700.000      68.2430
      750.000      65.2142
      800.000      63.1995
      850.000      62.5775
      875.000      61.8618
      900.000      60.4665
      925.000      60.5007
      950.000      60.7790
      975.000      60.9046
      1000.00      60.7185
      1020.00      60.7185
      1040.00      60.7185
      1060.00      60.7185
