/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-06.2143.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
   4.91 186.00  992.  275.  18 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8    4.7 N,   185.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      44.2116
      1.00000      44.2116
      3.00000      44.2116
      7.00000      33.5013
      10.0000      29.1498
      20.0000      20.4537
      30.0000      15.5768
      40.0000      14.4492
      50.0000      14.7907
      70.0000      21.3552
      100.000      44.2979
      150.000      50.3831
      200.000      56.4684
      250.000      62.5536
      300.000      62.5536
      350.000      58.8245
      400.000      57.7311
      450.000      56.1112
      500.000      56.5474
      550.000      60.2372
      600.000      59.5427
      650.000      58.2236
      700.000      59.5131
      750.000      65.1110
      800.000      69.5247
      850.000      71.3000
      875.000      73.3581
      900.000      74.5448
      925.000      75.5076
      950.000      76.1147
      975.000      76.0949
      1000.00      76.6472
      1020.00      76.6472
      1040.00      76.6472
      1060.00      76.6472
