/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-08.2151.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -31.29 185.07 1002.  228.  19 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -31.3 N,   185.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      33.8041
      1.00000      33.8041
      3.00000      33.8041
      7.00000      25.9685
      10.0000      24.8564
      20.0000      20.8803
      30.0000      17.8376
      40.0000      15.9825
      50.0000      14.9660
      70.0000      16.4154
      100.000      24.5606
      150.000      34.7992
      200.000      45.0378
      250.000      55.2764
      300.000      55.9670
      350.000      59.5364
      400.000      64.3366
      450.000      65.7328
      500.000      69.4665
      550.000      72.6193
      600.000      63.5505
      650.000      64.0625
      700.000      60.3023
      750.000      60.4830
      800.000      59.8587
      850.000      59.1304
      875.000      58.9955
      900.000      58.8336
      925.000      58.7850
      950.000      58.7585
      975.000      58.9532
      1000.00      59.3900
      1020.00      59.3900
      1040.00      59.3900
      1060.00      59.3900
