/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-17.1009.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
   6.11 340.45  998.  262.  19 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8    6.6 N,   340.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      43.9796
      1.00000      43.9796
      3.00000      43.9796
      7.00000      33.3642
      10.0000      28.8909
      20.0000      20.1655
      30.0000      15.6351
      40.0000      14.5013
      50.0000      14.7989
      70.0000      21.3934
      100.000      44.2766
      150.000      70.9934
      200.000      97.7102
      250.000      124.427
      300.000      125.531
      350.000      118.720
      400.000      109.419
      450.000      85.7310
      500.000      136.415
      550.000      136.097
      600.000      140.336
      650.000      135.359
      700.000      191.067
      750.000      178.683
      800.000      156.256
      850.000      150.174
      875.000      138.240
      900.000      155.887
      925.000      154.409
      950.000      152.476
      975.000      154.485
      1000.00      153.241
      1020.00      153.241
      1040.00      153.241
      1060.00      153.241
