/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-13.3032.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -60.63 271.85 1000.  197.  20 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -59.7 N,   272.5 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      198.479
      1.00000      198.479
      3.00000      198.479
      7.00000      89.0625
      10.0000      34.7792
      20.0000      18.1084
      30.0000      17.7471
      40.0000      16.9443
      50.0000      16.2924
      70.0000      16.0349
      100.000      17.9382
      150.000      35.9280
      200.000      53.9177
      250.000      62.3031
      300.000      64.0019
      350.000      62.3211
      400.000      61.3456
      450.000      61.4456
      500.000      61.3596
      550.000      61.2093
      600.000      61.2102
      650.000      61.2625
      700.000      61.3572
      750.000      60.9505
      800.000      60.8836
      850.000      61.2464
      875.000      61.4141
      900.000      61.5676
      925.000      61.8405
      950.000      62.0209
      975.000      61.9363
      1000.00      61.2103
      1020.00      61.2103
      1040.00      61.2103
      1060.00      61.2103
