/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom-1/RAW/ATom_raw_2016-08-08.2216.asc
/home/sma/WORKSHOP_FOR_MOPITT_V10_VALIDATION/ATom_DATA/ATom_merge_V2_1925/data/MER-1HZ_DC8_ATom-1_V2.nc
 -33.90 184.36 1001.  227.  19 (lat_N,lon_E,presmax_mbar,presmin_mbar, Ndata)
extrapolated with CAM-Chem/MERRA monthly mean for month# 8  -33.2 N,   185.0 E
averaged to MOPITT 35 levels
      pres_mb      CO_ppbv
     0.200000      33.8807
      1.00000      33.8807
      3.00000      33.8807
      7.00000      25.9595
      10.0000      24.8554
      20.0000      20.9344
      30.0000      17.9381
      40.0000      16.0940
      50.0000      15.0360
      70.0000      16.0193
      100.000      22.8481
      150.000      30.1834
      200.000      37.5188
      250.000      44.8541
      300.000      54.4071
      350.000      66.1432
      400.000      62.2367
      450.000      65.7281
      500.000      67.3318
      550.000      63.1822
      600.000      69.5868
      650.000      66.9612
      700.000      63.4770
      750.000      61.3838
      800.000      59.3290
      850.000      59.2327
      875.000      59.2318
      900.000      60.0082
      925.000      60.5252
      950.000      60.3127
      975.000      59.5759
      1000.00      59.3938
      1020.00      59.3938
      1040.00      59.3938
      1060.00      59.3938
